DATE,Mean_Temp,Max_Temp,Min_Temp,Mean_Precip,Mean_WindSpeed
2018-01-01,21.1,38.2,3.0,0.19953125,7.004615384615385
2018-01-02,22.109230769230766,34.2,4.8,0.10890625,7.1692307692307695
2018-01-03,23.378461538461536,38.7,4.0,0.03015625,7.518461538461538
2018-01-04,25.525,41.1,3.5,0.028888888888888888,9.1921875
2018-01-05,23.567692307692308,42.0,5.8,0.1262295081967213,9.741538461538463
2018-01-06,21.2875,38.7,1.0,0.09079365079365079,7.2328125
2018-01-07,22.9984375,36.5,5.3,0.02375,6.4859375
2018-01-08,25.44923076923077,41.5,4.1,0.006885245901639345,7.047692307692308
2018-01-09,25.7,43.5,7.4,0.034375,7.753846153846154
2018-01-10,25.955384615384613,38.6,6.2,0.01296875,6.815384615384615
2018-01-11,27.104615384615386,39.5,6.7,0.03517241379310345,6.087692307692308
2018-01-12,26.631249999999998,39.6,7.5,0.1285,7.43125
2018-01-13,22.4,39.7,-0.1,0.3059016393442623,8.05625
2018-01-14,20.8734375,35.4,2.1,0.5336507936507936,7.7015625
2018-01-15,21.807692307692307,36.7,6.0,0.07765625,6.527692307692308
2018-01-16,22.92615384615385,37.4,3.3,0.03107692307692308,6.841538461538462
2018-01-17,23.1,37.2,5.9,0.2353448275862069,7.073846153846154
2018-01-18,22.896923076923077,37.7,6.0,0.16476190476190478,6.346153846153846
2018-01-19,24.3015625,36.5,7.3,0.1961904761904762,5.5734375
2018-01-20,24.415625,39.1,7.9,0.18459016393442623,6.56875
2018-01-21,24.215873015873015,38.3,10.0,0.3111864406779661,6.153968253968253
2018-01-22,24.33076923076923,37.2,3.0,0.1903125,5.770769230769231
2018-01-23,24.43076923076923,37.7,1.0,0.09193548387096773,6.412307692307692
2018-01-24,21.9640625,38.8,2.8,0.1871875,8.178125
2018-01-25,20.909230769230767,33.6,5.7,0.2626984126984127,6.72
2018-01-26,23.09384615384615,34.2,7.0,0.09580645161290323,8.106153846153846
2018-01-27,23.78095238095238,35.6,7.5,0.2294915254237288,7.738095238095238
2018-01-28,23.1484375,36.5,2.1,0.2617741935483871,6.4953125
2018-01-29,23.74153846153846,39.0,4.0,0.1303125,7.343076923076923
2018-01-30,24.24153846153846,39.0,5.9,0.018412698412698412,8.758461538461537
2018-01-31,23.2921875,36.0,0.0,0.21080645161290323,6.4796875
2018-02-01,24.84285714285714,36.1,3.9,0.14387096774193547,5.747619047619048
2018-02-02,26.2875,40.0,9.6,0.019206349206349206,5.6359375
2018-02-03,26.344444444444445,40.2,6.7,0.005555555555555556,6.426984126984126
2018-02-04,26.687301587301587,39.4,4.7,0.010806451612903225,6.415873015873015
2018-02-05,26.671875,39.6,3.0,0.020634920634920634,5.4953125
2018-02-06,26.99206349206349,40.6,8.0,0.009516129032258066,6.738095238095238
2018-02-07,26.0125,41.5,4.0,0.027777777777777776,6.5671875
2018-02-08,25.4828125,39.5,3.0,0.044,6.559375
2018-02-09,23.243076923076924,39.0,0.0,0.2703333333333333,8.741538461538463
2018-02-10,20.549206349206347,38.3,-1.0,0.16507936507936508,7.031746031746032
2018-02-11,19.16984126984127,33.5,-2.5,0.34900000000000003,7.6761904761904765
2018-02-12,18.04126984126984,33.0,0.1,0.11555555555555556,7.169841269841269
2018-02-13,20.43125,35.7,2.5,0.003968253968253968,6.31875
2018-02-14,22.9890625,39.2,5.7,0.0,7.7546875
2018-02-15,24.66190476190476,39.8,2.0,0.002741935483870968,7.822222222222222
2018-02-16,25.865625,40.0,5.0,0.012622950819672131,7.7953125
2018-02-17,24.938095238095237,38.5,3.0,0.4363934426229508,6.222222222222222
2018-02-18,24.98095238095238,38.6,6.0,0.05716666666666667,7.1650793650793645
